obs,null_mean,null_std
0.5789473684210527,0.4367391898719118,0.06752173515457666
0.9375,0.5817644503415429,0.0753573929784749
0.75,0.4412432355888893,0.07156280846258342
0.95,0.5330238220716498,0.06991855808456282
0.5789473684210527,0.3292039612561357,0.06844290466061607
